	NAME	LATITUDE	LONGITUDE
12173	CHERRY  HILL   MONTESSORI  SCHOOL	39.90802313	-74.974402988
12174	CHRIST THE KING REGIONAL SCHOOL	39.901724603	-75.033958261
12175	CONGREGATION M'KOR SHALOM PRESCHOOL & KDGN	39.87315105	-74.931267324
12176	CRESCENT HILL ACADEMY	39.970634218	-75.042362997
12177	ERIAL COMMUNITY CHURCH CHRISTIAN SCHOOL	39.768069662	-75.002446779
12178	FAMILIES UNITED NETWORK ACADEMY	39.287153402	-74.752723453
12179	FAR BROOK SCHOOL	40.74822751	-74.314868439
12180	GLOUCESTER CATHOLIC HIGH SCHOOL	39.896241818	-75.12443695
12181	GODDARD SCHOOL OF LAUREL SPRINGS	39.818756097	-75.034587117
12182	GOOD SHEPHERD ACADEMY	40.809576418	-74.160991053
12183	GOOD SHEPHERD REGIONAL SCHOOL	39.91370022	-75.066322621
12184	HADDONFIELD FRIENDS SCHOOL	39.899263721	-75.033679551
12185	IRONBOUND CATHOLIC ACADEMY	40.723112747	-74.159120682
12186	JDT CHRISTIAN ACADEMY	39.937325778	-75.088782769
12187	JOHN PAUL II REGIONAL SCHOOL	39.830464192	-75.016956763
12188	KELLMAN BROWN ACADEMY	39.926058136	-75.00566132
12189	LACORDAIRE ACADEMY	40.841097	-74.201021
12190	MARTIN LUTHER CHRISTIAN SCHOOL	39.944686962	-75.068447238
12191	PAUL VI HIGH SCHOOL	39.899128845	-75.060456281
12192	RESURRECTION CATHOLIC SCHOOL	39.928953545	-74.996160102
12193	ST ANDREW'S NURSERY SCHOOL & KINDERGARTEN	39.914131747	-75.014006719
12194	ST ANTHONY OF PADUA SCHOOL	39.957031647	-75.091379179
12195	ST JOSEPH PRO-CATHEDRAL SCHOOL	39.947300943	-75.083799444
12196	ST PETER ELEMENTARY SCHOOL	39.9504987	-75.052250787
12197	ST ROSE OF LIMA ELEMENTARY SCHOOL	39.887300537	-75.05759364
12198	ST TERESA REGIONAL SCHOOL	39.845221481	-75.070120232
12199	THE ARCHWAY SCHOOL	39.782194309	-74.892297354
12200	THE MILTON SCHOOL	40.794880521	-74.29373974
12201	URBAN PROMISE ACADEMY	39.948392745	-75.071824787
12202	WOODLAND COUNTRY DAY SCHOOL	39.467688623	-75.350837699
12203	ABUNDANT LIFE ACADEMY	40.818833023	-74.141402484
12204	ALIF MUHAMMAD'S NIA SCHOOL	40.738768463	-74.168756367
12205	ALPHA & OMEGA CHRISTIAN SCHOOL	40.730701844	-74.148413364
12206	BANYAN SCHOOL	40.876955835	-74.31398733
12207	CLARA MUHAMMAD SCHOOL	40.739335483	-74.194403086
12208	THE DERON SCHOOL OF NJ	40.816276769	-74.20769212
12209	ESSEX VALLEY SCHOOL	40.858470591	-74.303368091
12210	HOLY TRINITY REGIONAL	39.843451674	-75.124485729
12211	HORIZON SCHOOL	40.79465086	-74.346156423
12212	JAMAS CHILDREN'S UNIVERSITY	40.772868512	-74.219790404
12213	LOOKING GLASS CHILDREN'S CENTER	40.837217664	-74.187735824
12214	MADRASATU AHLIS SUNNAH	40.765148517	-74.205667573
12215	MONTCLAIR COOPERATIVE SCHOOL	40.82037939	-74.209976434
12216	MOUNT CARMEL GUILD ACADEMY	40.794383297	-74.234079221
12217	MOUNT SAINT DOMINIC ACADEMY	40.832844296	-74.271989
12218	NEW LIFE CHILD CARE LEARNING CENTER	40.708838693	-74.220874961
12219	NEWARK ACADEMY	40.779008584	-74.361141208
12220	NEWARK BOYS CHORUS SCHOOL	40.728600694	-74.176574754
12221	NEWARK CHRISTIAN SCHOOL	40.749525796	-74.188179867
12222	OUR LADY HELP OF CHRISTIANS SCHOOL	40.764757337	-74.2149015
12223	OUR LADY OF SORROWS SCHOOL	40.741932169	-74.259697289
12224	OUR LADY OF THE LAKE SCHOOL	40.830712475	-74.246483275
12225	RAINBOW MONTESSORI SCHOOL - BLOOMFIELD	40.833501594	-74.180892491
12226	ROSELAND CHILD DEVELOPMENT CENTER	40.816210314	-74.30681914
12227	SETON HALL PREPARATORY SCHOOL	40.774977038	-74.247854723
12228	SOUTH ORANGE COUNTRY DAY SCHOOL	40.756801356	-74.251301893
12229	ST CASSIAN ELEMENTARY SCHOOL	40.841483451	-74.204597372
12230	ST CATHERINE OF SIENA SCHOOL	40.844963616	-74.226832087
12231	ST FRANCIS XAVIER SCHOOL	40.770047531	-74.182731052
12232	ST JOSEPH ELEMENTARY SCHOOL	40.751878142	-74.227223763
12233	ST MARY SCHOOL	40.735219802	-74.182232742
12234	ST MICHAEL SCHOOL	40.756532524	-74.171718669
12235	ST MICHAEL THE ARCHANGEL REGIONAL SCHOOL	39.703111133	-75.112536667
12236	ST THOMAS THE APOSTLE SCHOOL	40.83170471	-74.1768815
12237	ANDERSON CENTER FOR AUTISM	41.82852972	-73.935424045
12238	ST VINCENT ACADEMY	40.743293981	-74.187463179
12239	THE CHILDREN'S INSTITUTE	40.82338078	-74.22864325
12240	THE MONTCLAIR KIMBERLEY ACADEMY	40.826683537	-74.216345824
12241	THE PHOENIX CENTER	40.811275277	-74.147086601
12242	THE WINSTON SCHOOL	40.731333439	-74.324857247
12243	TRINITY ACADEMY	40.83818933	-74.27243853
12244	CONCORDIA ACADEMY	41.226570079	-96.08173714
12245	ALL SAINTS EPISCOPAL DAY SCHOOL	40.744830956	-74.028468741
12246	AMBASSADOR CHRISTIAN ACADEMY	39.713219738	-75.131911339
12247	ARCHBISHOP DAMIANO SCHOOL	39.847787769	-75.123818255
12248	BADR SCHOOL	40.719184219	-74.074802927
12249	BEACON CHRISTIAN ACADEMY	40.660583464	-74.114081296
12250	BRIGHT BEGINNINGS WEST SCHOOL	39.739821847	-75.141060709
12251	BRIGHTEN ACADEMY	39.722476297	-75.050958187
12252	CTR  FOR EDUC ADVANCEMENT-SPRING RUN SCHOOL	40.529530146	-74.855794803
12253	CHILDRENS MONTESS SCHOOL HOUSE	39.85028903	-75.154491265
12254	THE DURAND SCHOOL	39.840514946	-75.143033772
12255	FIRST CHRISTIAN PENTECOSTAL	40.721655867	-74.045722463
12256	FRIENDS SCHOOLMULLICA HILL	39.731718738	-75.226276645
12257	GUARDIAN ANGELS	39.822056384	-75.285082381
12258	HOBOKEN CATHOLIC ACADEMY	40.746135589	-74.037441286
12259	HOLLYDELL SCHOOL	39.746425211	-75.108089108
12260	HUDSON CATHOLIC REGIONAL HIGH SCHOOL	40.726429188	-74.066818029
12261	IMMACULATE CONCEPTION SCHOOL	40.636140967	-74.877804482
12262	KENMARE HS	40.715635517	-74.037186749
12263	LITTLE ACHIEVERS LEARNING CENTER	39.748319583	-75.043930868
12264	MARIST HIGH SCHOOL	40.690728051	-74.106639
12265	MIFTAAHUL ULOOM ACADEMY	40.761616399	-74.036643075
12266	MONTESSORI SCHOOL OF JERSEY CITY	40.721503	-74.044418
12267	MUSTARD SEED SCHOOL	40.742146708	-74.033457145
12268	OUR LADY OF CZESTOCHOWA	40.716788914	-74.041753641
12269	OUR LADY OF MERCY ACADEMY	39.544098241	-74.996274609
12270	SACRED HEART SCHOOL	40.706563606	-74.083213573
12271	ST ALOYSIUS ELEMENTARY ACADEMY	40.725119	-74.077849
12272	ST ANTHONY HIGH SCHOOL	40.726330811	-74.041087787
12273	ST AUGUSTINE SCHOOL	40.775394635	-74.024805191
12274	ST DOMINIC ACADEMY	40.724641167	-74.073418227
12275	ST FRANCIS ACADEMY	40.763861688	-74.038642765
12276	ST JOSEPH ELEMENTARY SCHOOL	40.73054866	-74.05661268
12277	ST MARY SCHOOL	39.678907998	-74.988256874
12278	ST NICHOLAS SCHOOL	40.74224728	-74.051491454
12279	ST PETERS PREPARATORY SCHOOL	40.715586628	-74.040318767
12280	THE GODDARD SCHOOL	39.739261452	-75.078168246
12281	THE HUDSON SCHOOL	40.742965553	-74.032293416
12282	WATERFRONT MONTESSORI	40.712395197	-74.039758465
12283	YCS MAY ACADEMY	40.719515	-74.072156
12284	ACORN MONTESSORI SCHOOL	40.600894411	-74.873152349
12285	ASSUMPTION CATHOLIC SCHOOL	40.52273451	-74.273297255
12286	BISHOP GEORGE AHR HIGH SCHOOL	40.577976839	-74.376536016
12287	CALVARY CHRISTIAN SCHOOL	40.406930601	-74.31927007
12288	CHILD DEVELOPMENT  CTR  AT BRISTOL MYERS SQUIBB	40.32324401	-74.706659201
12289	CROSSROADS CHRISTIAN ACADEMY	40.627467229	-74.922619986
12290	CROSSROADS EARLY LEARNING CENTER	40.409199739	-74.382714825
12291	DELAWARE VALLEY SCHOOL FOR EXCEPTIONAL CHILDREN	40.186944706	-74.706150765
12292	FRENCH AMERICAN SCHOOL OF PRINCETON	40.372603066	-74.645080744
12293	GOOD DAY PRESCHOOL & KINDERGARTEN	40.44913	-74.43495
12294	ISLAMIC SCHOOL OF TRENTON/AL-BAYAAN ACADEMY	40.22879202	-74.758559922
12295	KINDERCARE LEARNING CENTER	40.295961401	-74.595907035
12296	LAKEVIEW SCHOOL	40.551867158	-74.33990248
12297	MIRIAM MORRIS PRIVATE SCHOOL	40.188285386	-74.701060033
12298	NEW FRIENDS CHILDCARE & PRESCHOOL	40.50058232	-74.401120546
12299	NOTRE DAME HIGH SCHOOL	40.254620066	-74.7453055
12300	OUR REDEEMER LUTHERAN SCHOOL	40.530422804	-74.316067837
12301	PEDDIE SCHOOL	40.267007401	-74.523833333
12302	PENNINGTON MONTESSORI SCHOOL	40.3373332	-74.798084363
12303	PLAZA CHILD CARE	40.597661147	-74.359067931
12304	PRECIOUS GEMS MONTESSORI	40.543691467	-74.371482623
12305	PRINCETON ACADEMY OF THE SACRED HEART	40.376317746	-74.700538531
12306	PRINCETON CHILD DEVELOPMENT INSTITUTE	40.33156964	-74.729076959
12307	PRINCETON DAY SCHOOL	40.367523067	-74.6931325
12308	PRINCETON FRIENDS SCHOOL	40.326792359	-74.678110626
12309	ST ANN ELEMENTARY SCHOOL	40.265946971	-74.744086057
12310	ST PAUL CATHOLIC SCHOOL	40.352041787	-74.653473881
12311	ST RAPHAEL SCHOOL	40.189661413	-74.6965515
12312	THE BRIDGE ACADEMY	40.274993735	-74.732163264
12313	THE GIVING NEST PRESCHOOL	40.611442956	-74.456434341
12314	THE GODDARD SCHOOL OF WOODBRIDGE	40.560181559	-74.312979677
12315	THE HUN SCHOOL OF PRINCETON	40.338419814	-74.6849615
12316	THE LAWRENCEVILLE SCHOOL	40.292855797	-74.727286
12317	THE PENNINGTON SCHOOL	40.328655495	-74.7981065
12318	THE TITUSVILLE ACADEMY	40.304399279	-74.876640646
12319	TITUSVILLE CHILD DEVELOPMENT CENTER	40.292588355	-74.847061768
12320	THE VILLAGE LEARNING CENTER	40.340234896	-74.799152914
12321	TRENTON CATHOLIC ACADEMY, UPPER SCHOOL	40.217872411	-74.718269625
12322	VILLA VICTORIA ACADEMY	40.255379309	-74.8407295
12323	YESHIVA SHAAREI TZION GIRLS SCHOOL	40.526432882	-74.488884033
12324	AN-NOOR ACADEMY & DARUL HUDA INSTITUTE	40.531051098	-74.429947486
12325	CHILDREN'S CHOICE	40.450049963	-74.398995522
12326	CHILDRENS HOUSE MONTESSORI SCHOOL	40.501320613	-74.426753846
12327	DARUL ARQAM SCHOOL	40.451303716	-74.38269402
12328	FIRST FRIENDS CHILD CARE SCHOOL	40.426163449	-74.27854236
12329	GATEWAY SCHOOL	40.573618478	-74.224848642
12330	GODDARD SCHOOL OF OLD BRIDGE I	40.406426648	-74.274314718
12331	GODDARD SCHOOL OF SPOTSWOOD	40.402987058	-74.386391411
12332	GREATER NEW BRUNSWICK DAY CARE	40.489901816	-74.448058552
12333	IMMACULATE CONCEPTION SCHOOL	40.388929999	-74.392265725
12334	KEITH WOLD JOHNSON CHILD CENTER	40.576142216	-74.373748451
12335	KNOWLEDGE BEGINNINGS	40.35208977	-74.594818786
12336	LITTLE FLOWER MONTESSORI SCHOOL	40.521055226	-74.414565186
12337	METUCHEN CHRISTIAN ACADEMY	40.530050505	-74.368694624
12338	MONTESSORI CONNECTIONS	40.381506059	-74.501201712
12339	MONTESSORI COUNTRY DAY SCHOOL	40.322117626	-74.594946353
12340	MONTESSORI PRESCHOOL ACADEMY	40.317185994	-74.507845749
12341	NOOR-UL-IMAN SCHOOL	40.387786094	-74.571344106
12342	OUR LADY OF MT CARMEL SCHOOL	40.222745582	-74.018888347
12343	OUR LADY OF VICTORIES SCHOOL	40.457995572	-74.360133898
12344	PEPPERMINT TREE CHILD CARE CENTER	40.511996667	-74.346099639
12345	PERTH AMBOY CATHOLIC SCHOOL	40.515566448	-74.263876558
12346	RUTGERS-LIVINGSTON DAYCARE CENTER	40.52452375	-74.437142757
12347	SACRED HEART ELEMENTARY SCHOOL	40.480765577	-74.290533509
12348	ST AMBROSE SCHOOL	40.395970285	-74.315373317
12349	ST BARTHOLOMEW SCHOOL	40.432344972	-74.422482673
12350	ST FRANCIS CATHEDRAL SCHOOL	40.545239774	-74.363379974
12351	ST HELENA SCHOOL	40.585252572	-74.359371637
12352	ST JAMES SCHOOL-WOODBRIDGE	40.552333655	-74.281867891
12353	ST JOHN VIANNEY REGIONAL HIGH SCHOOL	40.402396988	-74.20791446
12354	ST JOSEPH ELEMENTARY SCHOOL	40.590929197	-74.231909304
12355	ST JOSEPH HIGH SCHOOL	40.553373275	-74.372399609
12356	ST MATTHEW SCHOOL	40.510685872	-74.397435341
12357	THE BROOKSIDE SCHOOL	40.141387212	-74.062137237
12358	THE FIRST CLASS	40.528429098	-74.435047653
12359	THE GODDARD SCHOOL	40.551663741	-74.461889478
12360	TIMOTHY CHRISTIAN SCHOOL	40.533762386	-74.418615548
12361	UNITARIAN MONTESSORI SCHOOL	40.453291819	-74.417550258
12362	YESHIVA SHAAREI TZION BOYS'	40.530818817	-74.429596987
12363	YESHIVAT NETIVOT MONTESSORI	40.506305226	-74.404223726
12364	A CHILD S PLACE SCHOOL	40.345280039	-74.130899862
12365	ATLANTIS PREP SCHOOL	40.135545419	-74.076357566
12366	BRIDGES AT ST THOMAS MORE	40.307486492	-74.326796426
12367	CENTRASTATE EARLY CHILDHOOD CENTER	40.238044796	-74.311626786
12368	CHRISTIAN BROTHERS ACADEMY	40.337320471	-74.139709585
12369	COASTAL LEARNING CENTER - MONMOUTH	40.112241353	-74.175890931
12370	COASTAL LEARNING CENTER ATLANTIC	40.376051536	-74.244116923
12371	CORPORATE TODDLERS	40.218343238	-74.123671045
12372	CREATIVE LEARNING CENTER	40.315228295	-74.06117311
12373	HAWKSWOOD SCHOOL	40.276178833	-74.053697412
12374	KIDDIE ACADEMY	40.23978495	-74.306888079
12375	KIDDIE ACADEMY OF MARLBORO	40.35470997	-74.279934462
12376	KINDERCARE LEARNING CENTER	40.282691914	-74.04064966
12377	MARLBORO JEWISH CENTER PRESCHOOL	40.323489903	-74.267174508
12378	MARLBORO MONTESSORI ACADEMY	40.277375	-74.263573
12379	MESIVTA KESER TORAH	40.177350382	-74.022516785
12380	MONMOUTH CHRISTIAN ACADEMY	40.413523726	-74.190415568
12381	MONTESSORI ENRICHMENT CENTER	40.149408371	-74.217886983
12382	MONTESSORI FAMILY SCHOOL	40.251093	-74.437472002
12383	MOTHER TERESA REGIONAL SCHOOL	40.415208614	-74.045772512
12384	NEW JERSEY UNITED CHRISTIAN ACADEMY	40.109428141	-74.534218483
12385	NEW SCHOOL OF MONMOUTH COUNTY	40.421032559	-74.140799975
12386	RANNEY SCHOOL	40.309568745	-74.078516333
12387	SCHROTH SCHOOL	40.241989421	-74.043319562
12388	SHALOM TORAH ACADEMY	40.352980917	-74.28469329
12389	SMART START PRESCHOOL	40.361207353	-74.040804334
12390	SOLOMON SCHECHTER DAY SCHOOL	40.31312247	-74.247733507
12391	ST BENEDICT SCHOOL	40.404082331	-74.203644472
12392	ST LEO THE GREAT SCHOOL	40.33311907	-74.117217481
12393	ST ROSE GRAMMAR SCHOOL	40.182823735	-74.022850765
12394	SUMMER HILL PRESCHOOL AND DAYCAMP	40.198331	-74.077452
12395	TEMPLE SHAARI EMETH EARLY LEARNING CENTER	40.285449861	-74.300157799
12396	THE GODDARD SCHOOL	40.283387167	-74.29196103
12397	THE GODDARD SCHOOL	40.312709941	-74.245664558
12398	THE GODDARD SCHOOL	40.353575247	-74.304274938
12399	THE LINCROFT CENTER FOR CHILDREN	40.345420764	-74.135401854
12400	TURTLE CREEK LEARNING ACADEMY	40.315487422	-74.244014657
12401	WEST SIDE CHRISTIAN ACADEMY	40.342976745	-74.073780363
12402	WINDING BROOK SCHOOL	40.312690621	-74.094492284
12403	YELLOW DUCK NURSERY	40.316845035	-74.33905004
12404	GREAT CIRCLE-TOM BUTTERFIELD CAMPUS	39.090345	-93.166594
12405	ARC ORANGE COUNTY CHAPTER	41.462076367	-74.442061245
12406	ALL SAINTS ACADEMY	40.864727443	-74.39602861
12407	ASTOR LEARNING CENTER	41.923864577	-73.912945472
12408	CARDINAL RITTER COLLEGE PREP HIGH SCHOOL	38.642122357	-90.235009892
12409	BETHEL BAPTIST CHRISTIAN ACADEMY	42.090327512	-79.275396209
12410	CENTRAL INSTITUTE FOR THE DEAF	38.632733	-90.260404
12411	BURDICK RD AMISH SCHOOL	42.293882	-79.462999
12412	CHEMUNG VALLEY MONTESSORI SCHOOL	42.136233126	-76.928894682
12413	CLEAR VIEW SCHOOL	42.145122	-79.586715
12414	CORTLAND CHRISTIAN ACADEMY	42.605409811	-76.20000423
12415	DARROW SCHOOL	42.451492888	-73.38202394
12416	DUTCHESS DAY SCHOOL	41.776064849	-73.66485638
12417	ELMIRA CHRISTIAN ACADEMY	42.07714477	-76.793272898
12418	GUSTAVUS ADOLPHUS LEARNING CENTER	42.114929094	-79.210112569
12419	HOLY FAMILY SCHOOL	42.53746616	-75.526542524
12420	HORSEHEADS CHRISTIAN SCHOOL	42.165436364	-76.822281818
12421	ALLEGRO SCHOOL	40.818827685	-74.450186939
12422	BISHOP GRIMES JR-SR HIGH SCHOOL	43.078010133	-76.060524306
12423	LAKE VIEW SCHOOL	42.088163	-79.555208
12424	LAKESHORE CHRISTIAN SCHOOL	44.666924646	-73.455054055
12425	MAPLEBROOK SCHOOL	41.865456398	-73.546042718
12426	MARATHON CHRISTIAN ACADEMY	42.441059532	-76.037340559
12427	MILLBROOK SCHOOL	41.855667699	-73.619797237
12428	MOUNTAIN ROAD SCHOOL	42.442926272	-73.378656347
12429	NEW LIFE CHRISTIAN ACADEMY	44.704839135	-73.474061729
12430	NORTE DAME HIGH SCHOOL	42.062866344	-76.786533314
12431	NORTHERN CHAUTAUQUA CATHOLIC SCHOOL	42.483885057	-79.332526242
12432	PATHFINDER VILLAGE SCHOOL	42.70234648	-75.207296658
12433	POUGHKEEPSIE SEVENTH-DAY ADVENTIST ELEM SCHOOL	41.679256011	-73.91081822
12434	SETON ACADEMY	44.70018721	-73.457711807
12435	SETON CATHOLIC CENTRAL	44.673222491	-73.452750214
12436	ST MARTIN DE PORRES SCHOOL	41.661392289	-73.881812793
12437	ST MARY OUR MOTHER SCHOOL	42.16715523	-76.838602195
12438	ST MARY SCHOOL	41.535035	-73.908545
12439	ST MARY'S SCHOOL	42.604590936	-76.180369772
12440	THE KILDONAN SCHOOL	41.891126882	-73.55761865
12441	THE RANDOLPH SCHOOL	41.586252644	-73.922937084
12442	THE SCHOOL AT SPRINGBROOK	42.3919675	-75.079586583
12443	TRINITY-PAWLING SCHOOL	41.571171413	-73.59070171
12444	TWIN TIERS CHRISTIAN ACADEMY	42.173221007	-76.736798021
12445	UPTON LAKE CHRISTIAN SCHOOL	41.833389071	-73.759453943
12446	VALLEY HEIGHTS CHRISTIAN ACADEMY	42.54481488	-75.527786046
12447	VICTORY CHRISTIAN ACADEMY	42.549209091	-76.2486
12448	WHITE LOTUS SCHOOL	42.337046571	-74.989201799
12449	YESHIVA OF CENTRAL QUEENS	40.729979074	-73.819477233
12450	ASPIRE OF WNY/CTR FOR LEARNING	42.939209265	-78.752353247
12451	BISHOP TIMON-ST JUDE HIGH SCHOOL	42.848306427	-78.818268974
12452	BLOSSOM GARDEN FRIENDS SCHOOL	42.498012	-78.845465
12453	BUFFALO SEMINARY	42.924165	-78.875519
12454	BUFFALO SUBURBAN CHRISTIAN ACADEMY	42.945888	-78.65953
12455	CANISIUS HIGH SCHOOL	42.916171609	-78.86987075
12456	CANTALICIAN CENTER FOR LEARNING	42.951829548	-78.824221306
12457	CATHOLIC ACADEMY WEST BUFFALO	42.912980729	-78.869303454
12458	DEVEREUX IN NY	42.037849482	-73.846201799
12459	FAITH CHRISTIAN ACADEMY	41.654746207	-73.885496
12460	HAWK MEADOW MONTESSORI SCHOOL	41.708940305	-73.935663836
12461	IMMACULATE CONCEPTION SCHOOL	42.765757	-78.615921
12462	KADIMAH SCHOOL OF BUFFALO	42.957857797	-78.803060654
12463	KINDERHAUS MONTESSORI SCHOOL OF HYDE PARK	41.789039027	-73.911403076
12464	LEAGUE FOR THE HANDICAPPED, INC	42.518131771	-78.649990593
12465	MARY QUEEN OF ANGELS SCHOOL	42.919409934	-78.782563723
12466	MILLENNIAL KINGDOM FAMILY SCHOOL	41.779181703	-73.939377869
12467	MIZZENTOP DAY SCHOOL	41.561252182	-73.595108237
12468	MOUNT ST MARY ACADEMY	42.986488	-78.873273
12469	NARDIN ACADEMY	42.917806641	-78.873516272
12470	NATIVITY OF THE BLESSED VIRGIN MARY SCHOOL	42.965248	-78.674629
12471	NEW LIFE CHRISTIAN SCHOOL	43.008564	-78.859389
12472	OLD TIME BAPTIST ACADEMY	42.702588301	-78.852013389
12473	OUR LADY OF BLACK ROCK SCHOOL	42.938424	-78.887267
12474	OUR LADY OF VICTORY	42.824887	-78.823945
12475	POUGHKEEPSIE DAY SCHOOL	41.658330505	-73.889409768
12476	RIDGE SCHOOL	41.790164236	-73.934962209
12477	ST ANDREWS COUNTRY DAY SCHOOL	42.980448205	-78.87712471
12478	ST CHRISTOPHER ELEMENTARY SCHOOL	43.027155	-78.822293
12479	ST DENIS-ST COLUMBA SCHOOL	41.581115	-73.809983
12480	ST JOHN THE BAPTIST SCHOOL	42.911613	-78.523508
12481	ST JOHN THE BAPTIST SCHOOL	42.973053	-78.853795
12482	ST MARK ELEMENTARY SCHOOL	42.939704125	-78.848578444
12483	ST MARYS HIGH SCHOOL	42.906503669	-78.67869612
12484	SUMMIT EDUCATIONAL RESOURCES	43.010793734	-78.770265597
12485	TABERNACLE CHRISTIAN ACADEMY	41.692964238	-73.927389
12486	THE GOW SCHOOL	42.70866	-78.582179
12487	THE HEGITAGE EDUACATION PROGRAM	42.962620521	-78.869501182
12488	UNIVERSAL SCHOOL	43.020501686	-78.743973281
12489	WIMPFHEIMER NURSERY SCHOOL	41.685498066	-73.896879837
12490	AUGUSTINIAN ACADEMY	43.977568102	-75.608442116
12491	AURORA WALDORF SCHOOL	42.708225991	-78.674187
12492	CARDINAL O HARA HIGH SCHOOL	43.000069205	-78.861884797
12493	CENTER ROAD CHRISTIAN ACADEMY	42.841138097	-78.766911911
12494	DARUL ULOOM AL MADANIA	42.899525	-78.832772
12495	EAST AURORA MONTESSORI SCHOOL	42.767631607	-78.62548631
12496	ELMWOOD-FRANKLIN SCHOOL	42.94328507	-78.8605935
12497	FAITH FELLOWSHIP CHRISTIAN SCHOOL	43.968274	-75.887511
12498	GATEWAY-LONGVIEW LYNDE SCHOOL	42.967051669	-78.716064534
12499	GENESEE CHRISTIAN ACADEMY	43.033548995	-78.248420749
12500	GRAPEVILLE CHRISTIAN SCHOOL	42.411939088	-73.935861218
12501	IMMACULATA ACADEMY	42.756782113	-78.823415
12502	IMMACULATE HEART CENTRAL JR/SR HIGH SCHOOL	43.959129391	-75.932988082
12503	IMMACULATE HEART ELEMENTARY SCHOOL	43.972229196	-75.904950636
12504	MOHAWK VALLEY CHRISTIAN ACADEMY	43.047733517	-74.867535859
12505	MOUNT MERCY ACADEMY	42.845978576	-78.8118905
12506	MOUNTAIN LAKE ACADEMY	44.272238422	-73.936823282
12507	MOUNTAINSIDE CHRISTIAN ACADEMY	43.782688613	-73.794056346
12508	NATIVITY OF OUR LORD SCHOOL	42.762841592	-78.744827
12509	NICHOLS SCHOOL	42.942343059	-78.8575595
12510	NORTH COUNTRY SCHOOL	44.224720711	-73.896374885
12511	NORTHERN LIGHTS SCHOOL	44.325891562	-74.128598643
12512	NORTHWOOD SCHOOL	44.29285065	-73.96967835
12513	NOTRE DAME HIGH SCHOOL	43.007294765	-78.197001
12514	QUEEN OF HEAVEN SCHOOL	42.83229843	-78.747529
12515	ST AGNES SCHOOL	44.292367626	-73.99091018
12516	ST ALOYSIUS REGIONAL SCHOOL	42.508317715	-78.669677506
12517	ST AMELIA SCHOOL	42.994639705	-78.844525796
12518	ST BENEDICT SCHOOL	42.964426052	-78.802454
12519	ST BERNARDS SCHOOL	44.324970832	-74.12874632
12520	ST FRANCIS DE SALES REGIONAL	43.025714103	-74.991657164
12521	ST FRANCIS HIGH SCHOOL	42.770224117	-78.8627845
12522	ST GREGORY THE GREAT SCHOOL	42.994279878	-78.7283485
12523	ST JOHN VIANNEY SCHOOL	42.807366154	-78.735824
12524	ST MARY'S SCHOOL	43.845840872	-73.425380549
12525	ST MARYS ELEMENTARY SCHOOL	42.903691536	-78.6743685
12526	ST MARYS SCHOOL	43.036791981	-78.695698
12527	ST PAUL LUTHERAN SCHOOL	43.001492285	-78.185673739
12528	TRINITY LUTHERAN SCHOOL	42.812840162	-78.7568615
12529	TRUTHVILLE CHRISTIAN ACADEMY	43.450528871	-73.325896588
12530	AHRC MIDDLE/HIGH SCHOOL	40.626731233	-74.003909972
12531	ARISTA PREP NURSERY SCHOOL	40.670218551	-73.941924738
12532	BARKAI YESHIVAH	40.621994033	-73.976992276
12533	BERKELEY CARROLL SCHOOL	40.675688042	-73.973670135
12534	BETH JACOB DAY SCHOOL	40.62944683	-73.974869782
12535	AKA-EAST FLATBUSH RELIGIOUS SCHOOL FOR GIRLS	40.609635425	-73.958294928
12536	BRYANS EDUCATIONAL CENTER	40.651105804	-73.940178113
12537	CHRISTIAN HERITAGE SCHOOL	44.031436109	-75.723488889
12538	CLARA MUHAMMAD SCHOOL OF MASJID KHALIFAH	40.683899083	-73.954229128
12539	DARCHAI MENACHEM INC	40.669747227	-73.940984851
12540	EAST MIDWOOD HEBREW DAY SCHOOL	40.622438473	-73.954938626
12541	FLATBUSH SDA SCHOOL	40.650453255	-73.921814432
12542	FOLLOWERS OF JESUS SCHOOL	40.679090557	-73.881753186
12543	GREAT COMMISSION CHRISTIAN SCHOOL	40.640782995	-73.903941376
12544	GREAT OAKS ELEMENTARY SCHOOL	40.637034064	-73.931116915
12545	HAPPY HOME DAYCARE	40.65334823	-73.918634303
12546	HASC - HEBREW ACADEMY FOR SPECIAL CHILDREN	40.62609067	-73.998158023
12547	HOLY ANGELS CATHOLIC ACADEMY	40.632050219	-74.026329429
12548	IMAGINE ACADEMY	40.615116567	-73.967081333
12549	LEV BAIS YAAKOV	40.593300204	-73.943161171
12550	LITTLE FLOWER PREPARATORY	40.657674401	-73.924981233
12551	MIDWOOD CATHOLIC ACADEMY	40.618446475	-73.94657879
12552	MIRRER YESHIVA EDUCATIONAL INSTITUTE	40.605129306	-73.965665343
12553	MONTESSORI SCHOOL OF LEFFERTS GARDEN II	40.659044769	-73.95310111
12554	MOSDOS CHASIDEI SQUARE	40.701688032	-73.956492725
12555	OUR LADY OF TRUST CATHOLIC ACCADAMY	40.631336834	-73.890803097
12556	SHA'AREI ZION OHEL BRACHA	40.718848142	-73.834752171
12557	SHEMA KOLAINU-HEAR OUR VOICES	40.641767953	-73.994502407
12558	ST JOSEPH THE WORKER CATHOLIC ACADEMY	40.659182824	-73.980548093
12559	ST PETER CATHOLIC  ACADEMY	40.601350055	-73.990429352
